2023-02-08 09:02:16,015 | INFO  | restartedMain | Starting AdminServiceApplication using Java 11.0.17 on LAPTOP-9DOSIF2G with PID 5052 (D:\code\admin-social-service\target\classes started by dat do in D:\code\admin-social-service)
2023-02-08 09:27:57,696 | INFO  | http-nio-9207-exec-8 | ===> GET_LIST_POST_FILTER => encrypted: false => requestId: xxxxxxx => request raw from client: {"flag":"PENDING","scope":"ALL"}
2023-02-08 09:27:57,698 | INFO  | http-nio-9207-exec-8 | ===========> GET_LIST_POST_FILTER => requestId: xxxxxxx => request clear from client: com.epay.ewallet.service.admin.payloads.request.GetListPostFilterRequest@3eaa8a6b
2023-02-08 09:27:57,699 | INFO  | http-nio-9207-exec-8 | xxxxxxx | GET_LIST_POST_FILTER | Start | header={"authorization":"Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIwOTcyNzMwMTkxIiwiZXhwIjoxNjc1ODMwODMwLCJpYXQiOjE2NzU2NTA4MzB9.YYWGNarZGoPRTiR00CydjUY2U5rMF-9L3pmFZcezArlRXfuX48AsbxkRAjOxfudK0of15gGqzUd672cxF_11VQ","device":"{\"deviceId\":\"b4dea98ab1e32c4a\",\"deviceName\":\"M2101K7AG\",\"os\":\"Android\",\"versionId\":14,\"ipAddress\":\"172.16.13.162\"}","requestid":"xxxxxxx","content-type":"application/json","user-agent":"PostmanRuntime/7.30.1","accept":"*/*","postman-token":"08bcf415-e931-4c7c-9a9e-150bd907ce2a","host":"localhost:9207","accept-encoding":"gzip, deflate, br","connection":"keep-alive","content-length":"46"} | request={"flag":"PENDING","scope":"ALL"} | encrypted=false
2023-02-08 09:27:57,711 | INFO  | http-nio-9207-exec-8 | ===> GET_LIST_POST_FILTER => userDO from DB: User [id=2883, phoneNumber=0972730191, name=null, email=null, status=1, personalId=null, personalIdType=null, address=null, lang=VN, password=$2a$10$sD5IqVsQDudn3NFjJfOQKet730AkYh0iqvyurmAJininwn6NF3uwG, companyId=3, avatar=null]
2023-02-08 09:28:06,161 | INFO  | http-nio-9207-exec-8 | Opened connection [connectionId{localValue:46, serverValue:138052}] to 172.16.10.74:27017
2023-02-08 09:28:06,170 | INFO  | http-nio-9207-exec-8 | Check quyền admin: 2883
2023-02-08 09:28:20,536 | INFO  | http-nio-9207-exec-8 | Opened connection [connectionId{localValue:47, serverValue:138059}] to 172.16.10.74:27017
2023-02-08 09:28:20,569 | INFO  | http-nio-9207-exec-8 | ===> GET_LIST_POST_FILTER => response clear: {"ecode":"1033","message":"You are not an administrator","p_ecode":"1111","p_message":"Failure"}
2023-02-08 09:28:37,498 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:49, serverValue:116576}] to 172.16.10.74:27019
2023-02-08 09:28:37,498 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:48, serverValue:138063}] to 172.16.10.74:27017
2023-02-08 09:28:37,498 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:50, serverValue:116566}] to 172.16.10.74:27018
2023-02-08 09:28:37,564 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:53, serverValue:116567}] to 172.16.10.74:27018
2023-02-08 09:28:37,566 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:51, serverValue:138064}] to 172.16.10.74:27017
2023-02-08 09:28:37,586 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:52, serverValue:116577}] to 172.16.10.74:27019
2023-02-08 09:28:37,631 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:55, serverValue:138065}] to 172.16.10.74:27017
2023-02-08 09:28:37,631 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:54, serverValue:116568}] to 172.16.10.74:27018
2023-02-08 09:28:37,652 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:56, serverValue:116578}] to 172.16.10.74:27019
2023-02-08 09:29:37,767 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:57, serverValue:116586}] to 172.16.10.74:27019
2023-02-08 09:29:37,980 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:58, serverValue:138075}] to 172.16.10.74:27017
2023-02-08 09:29:38,062 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:59, serverValue:116576}] to 172.16.10.74:27018
2023-02-08 09:29:38,119 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:60, serverValue:116587}] to 172.16.10.74:27019
2023-02-08 09:29:38,123 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:61, serverValue:138076}] to 172.16.10.74:27017
2023-02-08 09:29:38,160 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:62, serverValue:116577}] to 172.16.10.74:27018
2023-02-08 09:29:38,209 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:63, serverValue:116588}] to 172.16.10.74:27019
2023-02-08 09:29:38,211 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:64, serverValue:138077}] to 172.16.10.74:27017
2023-02-08 09:29:38,235 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:65, serverValue:116578}] to 172.16.10.74:27018
2023-02-08 09:30:37,476 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:67, serverValue:138090}] to 172.16.10.74:27017
2023-02-08 09:30:37,477 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:66, serverValue:116589}] to 172.16.10.74:27018
2023-02-08 09:30:37,477 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:68, serverValue:116599}] to 172.16.10.74:27019
2023-02-08 09:30:37,545 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:71, serverValue:138091}] to 172.16.10.74:27017
2023-02-08 09:30:37,553 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:70, serverValue:116600}] to 172.16.10.74:27019
2023-02-08 09:30:37,553 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:69, serverValue:116590}] to 172.16.10.74:27018
2023-02-08 09:30:37,615 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:72, serverValue:138092}] to 172.16.10.74:27017
2023-02-08 09:30:37,620 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:73, serverValue:116601}] to 172.16.10.74:27019
2023-02-08 09:30:37,620 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:74, serverValue:116591}] to 172.16.10.74:27018
2023-02-08 09:31:28,729 | INFO  | http-nio-9207-exec-10 | requestId=xxxxxxx | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2023-02-08 09:31:28,757 | INFO  | http-nio-9207-exec-10 | -=====================> GET_LIST_POST_FILTER{"flag":"PENDING","scope":"ALL"}
2023-02-08 09:31:28,758 | INFO  | http-nio-9207-exec-10 | ===> GET_LIST_POST_FILTER => encrypted: false => requestId: xxxxxxx => request raw from client: {"flag":"PENDING","scope":"ALL"}
2023-02-08 09:31:28,759 | INFO  | http-nio-9207-exec-10 | ===========> GET_LIST_POST_FILTER => requestId: xxxxxxx => request clear from client: com.epay.ewallet.service.admin.payloads.request.GetListPostFilterRequest@305a457a
2023-02-08 09:31:28,759 | INFO  | http-nio-9207-exec-10 | xxxxxxx | GET_LIST_POST_FILTER | Start | header={"authorization":"Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIwOTcyNzMwMTkxIiwiZXhwIjoxNjc1ODMwODMwLCJpYXQiOjE2NzU2NTA4MzB9.YYWGNarZGoPRTiR00CydjUY2U5rMF-9L3pmFZcezArlRXfuX48AsbxkRAjOxfudK0of15gGqzUd672cxF_11VQ","device":"{\"deviceId\":\"b4dea98ab1e32c4a\",\"deviceName\":\"M2101K7AG\",\"os\":\"Android\",\"versionId\":14,\"ipAddress\":\"172.16.13.162\"}","requestid":"xxxxxxx","content-type":"application/json","user-agent":"PostmanRuntime/7.30.1","accept":"*/*","postman-token":"099bd2b5-7cdc-45c6-b889-08e23713dd8a","host":"localhost:9207","accept-encoding":"gzip, deflate, br","connection":"keep-alive","content-length":"46"} | request={"flag":"PENDING","scope":"ALL"} | encrypted=false
2023-02-08 09:31:28,770 | INFO  | http-nio-9207-exec-10 | ===> GET_LIST_POST_FILTER => userDO from DB: User [id=2883, phoneNumber=0972730191, name=null, email=null, status=1, personalId=null, personalIdType=null, address=null, lang=VN, password=$2a$10$sD5IqVsQDudn3NFjJfOQKet730AkYh0iqvyurmAJininwn6NF3uwG, companyId=3, avatar=null]
2023-02-08 09:31:36,044 | INFO  | http-nio-9207-exec-10 | Opened connection [connectionId{localValue:75, serverValue:138102}] to 172.16.10.74:27017
2023-02-08 09:31:36,054 | INFO  | http-nio-9207-exec-10 | Check quyền admin: 2883
2023-02-08 09:31:46,743 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:77, serverValue:116599}] to 172.16.10.74:27018
2023-02-08 09:31:46,744 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:76, serverValue:138103}] to 172.16.10.74:27017
2023-02-08 09:31:46,752 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:78, serverValue:116609}] to 172.16.10.74:27019
2023-02-08 09:31:46,756 | INFO  | http-nio-9207-exec-10 | Opened connection [connectionId{localValue:79, serverValue:138107}] to 172.16.10.74:27017
2023-02-08 09:31:51,060 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:81, serverValue:138108}] to 172.16.10.74:27017
2023-02-08 09:31:51,070 | INFO  | http-nio-9207-exec-10 | Opened connection [connectionId{localValue:83, serverValue:138110}] to 172.16.10.74:27017
2023-02-08 09:31:51,071 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:80, serverValue:116603}] to 172.16.10.74:27018
2023-02-08 09:31:51,076 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:82, serverValue:116613}] to 172.16.10.74:27019
2023-02-08 09:32:45,317 | WARN  | authen housekeeper | authen - Thread starvation or clock leap detected (housekeeper delta=54s324ms141µs200ns).
2023-02-08 09:32:45,320 | INFO  | http-nio-9207-exec-10 | ===> GET_LIST_POST_FILTER => response clear: {"ecode":"1033","message":"You are not an administrator","p_ecode":"1111","p_message":"Failure"}
2023-02-08 09:32:45,367 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:84, serverValue:138111}] to 172.16.10.74:27017
2023-02-08 09:32:45,373 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:85, serverValue:116604}] to 172.16.10.74:27018
2023-02-08 09:32:45,375 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:86, serverValue:116614}] to 172.16.10.74:27019
2023-02-08 09:32:45,453 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:87, serverValue:138120}] to 172.16.10.74:27017
2023-02-08 09:32:45,455 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:88, serverValue:116612}] to 172.16.10.74:27018
2023-02-08 09:32:45,469 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:89, serverValue:116622}] to 172.16.10.74:27019
2023-02-08 09:32:45,536 | INFO  | MaintenanceTimer-2-thread-1 | Opened connection [connectionId{localValue:91, serverValue:116613}] to 172.16.10.74:27018
2023-02-08 09:32:45,540 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:90, serverValue:138121}] to 172.16.10.74:27017
2023-02-08 09:32:45,555 | INFO  | MaintenanceTimer-3-thread-1 | Opened connection [connectionId{localValue:92, serverValue:116623}] to 172.16.10.74:27019
2023-02-08 09:32:47,700 | INFO  | http-nio-9207-exec-1 | requestId=xxxxxxx | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2023-02-08 09:32:47,725 | INFO  | http-nio-9207-exec-1 | -=====================> GET_LIST_POST_FILTER{"flag":"PENDING","scope":"ALL"}
2023-02-08 09:32:47,725 | INFO  | http-nio-9207-exec-1 | ===> GET_LIST_POST_FILTER => encrypted: false => requestId: xxxxxxx => request raw from client: {"flag":"PENDING","scope":"ALL"}
2023-02-08 09:32:47,726 | INFO  | http-nio-9207-exec-1 | ===========> GET_LIST_POST_FILTER => requestId: xxxxxxx => request clear from client: com.epay.ewallet.service.admin.payloads.request.GetListPostFilterRequest@c0068c7
2023-02-08 09:32:47,726 | INFO  | http-nio-9207-exec-1 | xxxxxxx | GET_LIST_POST_FILTER | Start | header={"authorization":"Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIwOTcyNzMwMTkxIiwiZXhwIjoxNjc1ODMwODMwLCJpYXQiOjE2NzU2NTA4MzB9.YYWGNarZGoPRTiR00CydjUY2U5rMF-9L3pmFZcezArlRXfuX48AsbxkRAjOxfudK0of15gGqzUd672cxF_11VQ","device":"{\"deviceId\":\"b4dea98ab1e32c4a\",\"deviceName\":\"M2101K7AG\",\"os\":\"Android\",\"versionId\":14,\"ipAddress\":\"172.16.13.162\"}","requestid":"xxxxxxx","content-type":"application/json","user-agent":"PostmanRuntime/7.30.1","accept":"*/*","postman-token":"8f487370-0062-4b8f-8174-87c692af5e05","host":"localhost:9207","accept-encoding":"gzip, deflate, br","connection":"keep-alive","content-length":"46"} | request={"flag":"PENDING","scope":"ALL"} | encrypted=false
2023-02-08 09:32:47,736 | INFO  | http-nio-9207-exec-1 | ===> GET_LIST_POST_FILTER => userDO from DB: User [id=2883, phoneNumber=0972730191, name=null, email=null, status=1, personalId=null, personalIdType=null, address=null, lang=VN, password=$2a$10$sD5IqVsQDudn3NFjJfOQKet730AkYh0iqvyurmAJininwn6NF3uwG, companyId=3, avatar=null]
2023-02-08 09:32:50,756 | INFO  | http-nio-9207-exec-1 | Opened connection [connectionId{localValue:93, serverValue:138123}] to 172.16.10.74:27017
2023-02-08 09:32:50,763 | INFO  | http-nio-9207-exec-1 | Check quyền admin: 2883
2023-02-08 09:32:52,269 | INFO  | http-nio-9207-exec-1 | Opened connection [connectionId{localValue:94, serverValue:138124}] to 172.16.10.74:27017
2023-02-08 09:32:55,200 | INFO  | http-nio-9207-exec-1 | ===> GET_LIST_POST_FILTER => response clear: {"ecode":"1033","message":"You are not an administrator","p_ecode":"1111","p_message":"Failure"}
2023-02-08 09:33:19,797 | INFO  | http-nio-9207-exec-3 | requestId=xxxxxxx | deviceStr={"deviceId":"b4dea98ab1e32c4a","deviceName":"M2101K7AG","os":"Android","versionId":14,"ipAddress":"172.16.13.162"}
2023-02-08 09:33:19,820 | INFO  | http-nio-9207-exec-3 | -=====================> GET_LIST_POST_FILTER{"flag":"PENDING","scope":"ALL"}
2023-02-08 09:33:19,820 | INFO  | http-nio-9207-exec-3 | ===> GET_LIST_POST_FILTER => encrypted: false => requestId: xxxxxxx => request raw from client: {"flag":"PENDING","scope":"ALL"}
2023-02-08 09:33:19,821 | INFO  | http-nio-9207-exec-3 | ===========> GET_LIST_POST_FILTER => requestId: xxxxxxx => request clear from client: com.epay.ewallet.service.admin.payloads.request.GetListPostFilterRequest@662105a2
2023-02-08 09:33:19,822 | INFO  | http-nio-9207-exec-3 | xxxxxxx | GET_LIST_POST_FILTER | Start | header={"authorization":"Bearer eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiIwOTcyNzMwMTkxIiwiZXhwIjoxNjc1ODMwODMwLCJpYXQiOjE2NzU2NTA4MzB9.YYWGNarZGoPRTiR00CydjUY2U5rMF-9L3pmFZcezArlRXfuX48AsbxkRAjOxfudK0of15gGqzUd672cxF_11VQ","device":"{\"deviceId\":\"b4dea98ab1e32c4a\",\"deviceName\":\"M2101K7AG\",\"os\":\"Android\",\"versionId\":14,\"ipAddress\":\"172.16.13.162\"}","requestid":"xxxxxxx","content-type":"application/json","user-agent":"PostmanRuntime/7.30.1","accept":"*/*","postman-token":"7f096da4-2a9e-4a6e-b9b2-dcc06b5c3f7a","host":"localhost:9207","accept-encoding":"gzip, deflate, br","connection":"keep-alive","content-length":"46"} | request={"flag":"PENDING","scope":"ALL"} | encrypted=false
2023-02-08 09:33:19,833 | INFO  | http-nio-9207-exec-3 | ===> GET_LIST_POST_FILTER => userDO from DB: User [id=2883, phoneNumber=0972730191, name=null, email=null, status=1, personalId=null, personalIdType=null, address=null, lang=VN, password=$2a$10$sD5IqVsQDudn3NFjJfOQKet730AkYh0iqvyurmAJininwn6NF3uwG, companyId=3, avatar=null]
2023-02-08 09:33:23,460 | INFO  | http-nio-9207-exec-3 | Opened connection [connectionId{localValue:95, serverValue:138131}] to 172.16.10.74:27017
2023-02-08 09:33:23,468 | INFO  | http-nio-9207-exec-3 | Check quyền admin: 2883
2023-02-08 09:33:24,602 | INFO  | http-nio-9207-exec-3 | Opened connection [connectionId{localValue:96, serverValue:138132}] to 172.16.10.74:27017
2023-02-08 09:33:25,838 | INFO  | http-nio-9207-exec-3 | GET LIST POST FILTER 
2023-02-08 09:33:25,906 | INFO  | http-nio-9207-exec-3 | Opened connection [connectionId{localValue:97, serverValue:138133}] to 172.16.10.74:27017
2023-02-08 09:33:27,623 | INFO  | http-nio-9207-exec-3 | Opened connection [connectionId{localValue:98, serverValue:138134}] to 172.16.10.74:27017
