2022-12-14 10:03:28,534 | INFO  | restartedMain | Starting AdminServiceApplication using Java 1.8.0_172 on DUNGTV_T with PID 5968 (D:\du_an\Dropbox\demo1.8\admin-social-service\admin-social-service\target\classes started by DELL in D:\du_an\Dropbox\demo1.8\admin-social-service\admin-social-service)
2022-12-14 10:30:39,966 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:87, serverValue:576057}] to 172.16.10.74:27017
2022-12-14 10:31:39,815 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:88, serverValue:576087}] to 172.16.10.74:27017
2022-12-14 10:31:39,889 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:89, serverValue:576088}] to 172.16.10.74:27017
2022-12-14 10:31:39,963 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:90, serverValue:576089}] to 172.16.10.74:27017
2022-12-14 10:32:39,838 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:91, serverValue:576102}] to 172.16.10.74:27017
2022-12-14 10:32:39,924 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:92, serverValue:576103}] to 172.16.10.74:27017
2022-12-14 10:32:40,089 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:93, serverValue:576104}] to 172.16.10.74:27017
2022-12-14 10:33:39,832 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:94, serverValue:576117}] to 172.16.10.74:27017
2022-12-14 10:33:39,903 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:95, serverValue:576118}] to 172.16.10.74:27017
2022-12-14 10:33:39,979 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:96, serverValue:576119}] to 172.16.10.74:27017
2022-12-14 10:34:39,850 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:97, serverValue:576134}] to 172.16.10.74:27017
2022-12-14 10:34:39,965 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:98, serverValue:576135}] to 172.16.10.74:27017
2022-12-14 10:34:40,059 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:99, serverValue:576136}] to 172.16.10.74:27017
2022-12-14 10:35:39,817 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:100, serverValue:576152}] to 172.16.10.74:27017
2022-12-14 10:35:39,894 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:101, serverValue:576153}] to 172.16.10.74:27017
2022-12-14 10:35:39,966 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:102, serverValue:576154}] to 172.16.10.74:27017
2022-12-14 10:36:39,840 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:103, serverValue:576170}] to 172.16.10.74:27017
2022-12-14 10:36:39,913 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:104, serverValue:576171}] to 172.16.10.74:27017
2022-12-14 10:36:39,996 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:105, serverValue:576172}] to 172.16.10.74:27017
2022-12-14 10:37:39,808 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:106, serverValue:576185}] to 172.16.10.74:27017
2022-12-14 10:37:39,881 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:107, serverValue:576186}] to 172.16.10.74:27017
2022-12-14 10:37:39,967 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:108, serverValue:576187}] to 172.16.10.74:27017
2022-12-14 10:38:39,877 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:109, serverValue:576200}] to 172.16.10.74:27017
2022-12-14 10:38:39,964 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:110, serverValue:576201}] to 172.16.10.74:27017
2022-12-14 10:38:40,037 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:111, serverValue:576202}] to 172.16.10.74:27017
2022-12-14 10:39:39,864 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:112, serverValue:576218}] to 172.16.10.74:27017
2022-12-14 10:39:39,967 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:113, serverValue:576219}] to 172.16.10.74:27017
2022-12-14 10:39:40,073 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:114, serverValue:576220}] to 172.16.10.74:27017
2022-12-14 10:40:39,916 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:115, serverValue:576236}] to 172.16.10.74:27017
2022-12-14 10:40:40,117 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:116, serverValue:576237}] to 172.16.10.74:27017
2022-12-14 10:40:40,366 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:117, serverValue:576238}] to 172.16.10.74:27017
2022-12-14 10:41:39,873 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:118, serverValue:576255}] to 172.16.10.74:27017
2022-12-14 10:41:40,007 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:119, serverValue:576256}] to 172.16.10.74:27017
2022-12-14 10:41:40,129 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:120, serverValue:576257}] to 172.16.10.74:27017
2022-12-14 10:42:39,859 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:121, serverValue:576270}] to 172.16.10.74:27017
2022-12-14 10:42:39,972 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:122, serverValue:576271}] to 172.16.10.74:27017
2022-12-14 10:42:40,145 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:123, serverValue:576272}] to 172.16.10.74:27017
2022-12-14 10:43:39,822 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:124, serverValue:576285}] to 172.16.10.74:27017
2022-12-14 10:43:39,927 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:125, serverValue:576286}] to 172.16.10.74:27017
2022-12-14 10:43:39,997 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:126, serverValue:576287}] to 172.16.10.74:27017
2022-12-14 10:44:39,834 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:127, serverValue:576302}] to 172.16.10.74:27017
2022-12-14 10:44:39,906 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:128, serverValue:576303}] to 172.16.10.74:27017
2022-12-14 10:44:39,979 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:129, serverValue:576304}] to 172.16.10.74:27017
2022-12-14 10:45:39,839 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:130, serverValue:576320}] to 172.16.10.74:27017
2022-12-14 10:45:39,933 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:131, serverValue:576321}] to 172.16.10.74:27017
2022-12-14 10:45:40,011 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:132, serverValue:576322}] to 172.16.10.74:27017
2022-12-14 10:46:39,863 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:133, serverValue:576338}] to 172.16.10.74:27017
2022-12-14 10:46:39,937 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:134, serverValue:576339}] to 172.16.10.74:27017
2022-12-14 10:46:40,016 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:135, serverValue:576340}] to 172.16.10.74:27017
2022-12-14 10:47:39,849 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:136, serverValue:576353}] to 172.16.10.74:27017
2022-12-14 10:47:39,950 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:137, serverValue:576354}] to 172.16.10.74:27017
2022-12-14 10:47:40,112 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:138, serverValue:576355}] to 172.16.10.74:27017
2022-12-14 10:48:39,825 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:139, serverValue:576368}] to 172.16.10.74:27017
2022-12-14 10:48:39,898 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:140, serverValue:576369}] to 172.16.10.74:27017
2022-12-14 10:48:39,970 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:141, serverValue:576370}] to 172.16.10.74:27017
2022-12-14 10:49:39,846 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:142, serverValue:576385}] to 172.16.10.74:27017
2022-12-14 10:49:39,919 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:143, serverValue:576386}] to 172.16.10.74:27017
2022-12-14 10:49:39,995 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:144, serverValue:576387}] to 172.16.10.74:27017
2022-12-14 10:50:39,843 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:145, serverValue:576403}] to 172.16.10.74:27017
2022-12-14 10:50:39,918 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:146, serverValue:576404}] to 172.16.10.74:27017
2022-12-14 10:50:39,989 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:147, serverValue:576405}] to 172.16.10.74:27017
2022-12-14 10:51:39,833 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:148, serverValue:576422}] to 172.16.10.74:27017
2022-12-14 10:51:39,913 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:149, serverValue:576423}] to 172.16.10.74:27017
2022-12-14 10:51:39,994 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:150, serverValue:576424}] to 172.16.10.74:27017
2022-12-14 10:52:39,851 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:151, serverValue:576437}] to 172.16.10.74:27017
2022-12-14 10:52:39,959 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:152, serverValue:576438}] to 172.16.10.74:27017
2022-12-14 10:52:40,033 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:153, serverValue:576439}] to 172.16.10.74:27017
2022-12-14 10:53:39,834 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:154, serverValue:576452}] to 172.16.10.74:27017
2022-12-14 10:53:39,905 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:155, serverValue:576453}] to 172.16.10.74:27017
2022-12-14 10:53:39,977 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:156, serverValue:576454}] to 172.16.10.74:27017
2022-12-14 10:54:39,843 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:157, serverValue:576469}] to 172.16.10.74:27017
2022-12-14 10:54:39,968 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:158, serverValue:576470}] to 172.16.10.74:27017
2022-12-14 10:54:40,120 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:159, serverValue:576471}] to 172.16.10.74:27017
2022-12-14 10:55:40,860 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:160, serverValue:576487}] to 172.16.10.74:27017
2022-12-14 10:55:40,931 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:161, serverValue:576488}] to 172.16.10.74:27017
2022-12-14 10:55:41,000 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:162, serverValue:576489}] to 172.16.10.74:27017
2022-12-14 10:56:39,868 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:163, serverValue:576505}] to 172.16.10.74:27017
2022-12-14 10:56:39,939 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:164, serverValue:576506}] to 172.16.10.74:27017
2022-12-14 10:56:40,010 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:165, serverValue:576507}] to 172.16.10.74:27017
2022-12-14 10:57:39,843 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:166, serverValue:576520}] to 172.16.10.74:27017
2022-12-14 10:57:39,929 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:167, serverValue:576521}] to 172.16.10.74:27017
2022-12-14 10:57:40,001 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:168, serverValue:576522}] to 172.16.10.74:27017
2022-12-14 10:58:39,800 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:169, serverValue:576535}] to 172.16.10.74:27017
2022-12-14 10:58:39,875 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:170, serverValue:576536}] to 172.16.10.74:27017
2022-12-14 10:58:39,947 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:171, serverValue:576537}] to 172.16.10.74:27017
2022-12-14 10:59:39,828 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:172, serverValue:576553}] to 172.16.10.74:27017
2022-12-14 10:59:39,904 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:173, serverValue:576554}] to 172.16.10.74:27017
2022-12-14 10:59:39,979 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:174, serverValue:576555}] to 172.16.10.74:27017
2022-12-14 11:00:39,825 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:175, serverValue:576571}] to 172.16.10.74:27017
2022-12-14 11:00:39,911 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:176, serverValue:576572}] to 172.16.10.74:27017
2022-12-14 11:00:39,994 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:177, serverValue:576573}] to 172.16.10.74:27017
2022-12-14 11:01:39,798 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:178, serverValue:576590}] to 172.16.10.74:27017
2022-12-14 11:01:39,868 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:179, serverValue:576591}] to 172.16.10.74:27017
2022-12-14 11:01:39,949 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:180, serverValue:576592}] to 172.16.10.74:27017
2022-12-14 11:02:39,864 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:181, serverValue:576605}] to 172.16.10.74:27017
2022-12-14 11:02:39,955 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:182, serverValue:576606}] to 172.16.10.74:27017
2022-12-14 11:02:40,038 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:183, serverValue:576607}] to 172.16.10.74:27017
2022-12-14 11:03:39,822 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:184, serverValue:576620}] to 172.16.10.74:27017
2022-12-14 11:03:39,955 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:185, serverValue:576621}] to 172.16.10.74:27017
2022-12-14 11:03:40,088 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:186, serverValue:576622}] to 172.16.10.74:27017
2022-12-14 11:04:39,876 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:187, serverValue:576638}] to 172.16.10.74:27017
2022-12-14 11:04:39,946 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:188, serverValue:576639}] to 172.16.10.74:27017
2022-12-14 11:04:40,020 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:189, serverValue:576640}] to 172.16.10.74:27017
2022-12-14 11:05:39,828 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:190, serverValue:576656}] to 172.16.10.74:27017
2022-12-14 11:05:39,900 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:191, serverValue:576657}] to 172.16.10.74:27017
2022-12-14 11:05:39,985 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:192, serverValue:576658}] to 172.16.10.74:27017
2022-12-14 11:06:39,817 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:193, serverValue:576674}] to 172.16.10.74:27017
2022-12-14 11:06:39,890 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:194, serverValue:576675}] to 172.16.10.74:27017
2022-12-14 11:06:39,961 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:195, serverValue:576676}] to 172.16.10.74:27017
2022-12-14 11:07:39,835 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:196, serverValue:576689}] to 172.16.10.74:27017
2022-12-14 11:07:39,909 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:197, serverValue:576690}] to 172.16.10.74:27017
2022-12-14 11:07:40,016 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:198, serverValue:576691}] to 172.16.10.74:27017
2022-12-14 11:08:39,834 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:199, serverValue:576704}] to 172.16.10.74:27017
2022-12-14 11:08:39,907 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:200, serverValue:576705}] to 172.16.10.74:27017
2022-12-14 11:08:39,981 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:201, serverValue:576706}] to 172.16.10.74:27017
2022-12-14 11:09:39,839 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:202, serverValue:576721}] to 172.16.10.74:27017
2022-12-14 11:09:39,917 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:203, serverValue:576722}] to 172.16.10.74:27017
2022-12-14 11:09:40,002 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:204, serverValue:576723}] to 172.16.10.74:27017
2022-12-14 11:10:39,805 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:205, serverValue:576739}] to 172.16.10.74:27017
2022-12-14 11:10:39,874 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:206, serverValue:576740}] to 172.16.10.74:27017
2022-12-14 11:10:39,950 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:207, serverValue:576741}] to 172.16.10.74:27017
2022-12-14 11:11:39,848 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:208, serverValue:576758}] to 172.16.10.74:27017
2022-12-14 11:11:40,960 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:209, serverValue:576759}] to 172.16.10.74:27017
2022-12-14 11:11:41,036 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:210, serverValue:576760}] to 172.16.10.74:27017
2022-12-14 11:12:39,834 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:211, serverValue:576773}] to 172.16.10.74:27017
2022-12-14 11:12:39,907 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:212, serverValue:576774}] to 172.16.10.74:27017
2022-12-14 11:12:39,980 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:213, serverValue:576775}] to 172.16.10.74:27017
2022-12-14 11:13:39,800 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:214, serverValue:576788}] to 172.16.10.74:27017
2022-12-14 11:13:39,871 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:215, serverValue:576789}] to 172.16.10.74:27017
2022-12-14 11:13:39,941 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:216, serverValue:576790}] to 172.16.10.74:27017
2022-12-14 11:14:40,024 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:217, serverValue:576812}] to 172.16.10.74:27017
2022-12-14 11:14:40,230 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:218, serverValue:576813}] to 172.16.10.74:27017
2022-12-14 11:14:40,392 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:219, serverValue:576814}] to 172.16.10.74:27017
2022-12-14 11:15:39,818 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:220, serverValue:576832}] to 172.16.10.74:27017
2022-12-14 11:15:39,891 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:221, serverValue:576833}] to 172.16.10.74:27017
2022-12-14 11:15:40,001 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:222, serverValue:576834}] to 172.16.10.74:27017
2022-12-14 11:16:39,834 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:223, serverValue:576850}] to 172.16.10.74:27017
2022-12-14 11:16:39,918 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:224, serverValue:576851}] to 172.16.10.74:27017
2022-12-14 11:16:40,009 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:225, serverValue:576852}] to 172.16.10.74:27017
2022-12-14 11:17:39,832 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:226, serverValue:576865}] to 172.16.10.74:27017
2022-12-14 11:17:39,903 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:227, serverValue:576866}] to 172.16.10.74:27017
2022-12-14 11:17:39,979 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:228, serverValue:576867}] to 172.16.10.74:27017
2022-12-14 11:18:39,810 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:229, serverValue:576880}] to 172.16.10.74:27017
2022-12-14 11:18:39,883 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:230, serverValue:576881}] to 172.16.10.74:27017
2022-12-14 11:18:39,966 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:231, serverValue:576882}] to 172.16.10.74:27017
2022-12-14 11:19:39,835 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:232, serverValue:576897}] to 172.16.10.74:27017
2022-12-14 11:19:39,931 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:233, serverValue:576898}] to 172.16.10.74:27017
2022-12-14 11:19:40,030 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:234, serverValue:576899}] to 172.16.10.74:27017
2022-12-14 11:20:39,835 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:235, serverValue:576915}] to 172.16.10.74:27017
2022-12-14 11:20:39,984 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:236, serverValue:576916}] to 172.16.10.74:27017
2022-12-14 11:20:40,133 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:237, serverValue:576917}] to 172.16.10.74:27017
2022-12-14 11:21:39,802 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:238, serverValue:576934}] to 172.16.10.74:27017
2022-12-14 11:21:39,879 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:239, serverValue:576935}] to 172.16.10.74:27017
2022-12-14 11:21:39,949 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:240, serverValue:576936}] to 172.16.10.74:27017
2022-12-14 11:22:39,869 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:241, serverValue:576949}] to 172.16.10.74:27017
2022-12-14 11:22:39,944 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:242, serverValue:576950}] to 172.16.10.74:27017
2022-12-14 11:22:40,013 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:243, serverValue:576951}] to 172.16.10.74:27017
2022-12-14 11:23:39,833 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:244, serverValue:576964}] to 172.16.10.74:27017
2022-12-14 11:23:39,904 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:245, serverValue:576965}] to 172.16.10.74:27017
2022-12-14 11:23:39,978 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:246, serverValue:576966}] to 172.16.10.74:27017
2022-12-14 11:24:39,885 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:247, serverValue:576981}] to 172.16.10.74:27017
2022-12-14 11:24:40,013 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:248, serverValue:576982}] to 172.16.10.74:27017
2022-12-14 11:24:40,100 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:249, serverValue:576983}] to 172.16.10.74:27017
2022-12-14 11:25:39,859 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:250, serverValue:576999}] to 172.16.10.74:27017
2022-12-14 11:25:39,995 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:251, serverValue:577000}] to 172.16.10.74:27017
2022-12-14 11:25:40,137 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:252, serverValue:577001}] to 172.16.10.74:27017
2022-12-14 11:26:39,836 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:253, serverValue:577017}] to 172.16.10.74:27017
2022-12-14 11:26:39,910 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:254, serverValue:577018}] to 172.16.10.74:27017
2022-12-14 11:26:39,987 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:255, serverValue:577019}] to 172.16.10.74:27017
2022-12-14 11:27:39,848 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:256, serverValue:577032}] to 172.16.10.74:27017
2022-12-14 11:27:39,964 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:257, serverValue:577033}] to 172.16.10.74:27017
2022-12-14 11:27:40,082 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:258, serverValue:577034}] to 172.16.10.74:27017
2022-12-14 11:28:39,847 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:259, serverValue:577047}] to 172.16.10.74:27017
2022-12-14 11:28:39,971 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:260, serverValue:577048}] to 172.16.10.74:27017
2022-12-14 11:28:40,100 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:261, serverValue:577049}] to 172.16.10.74:27017
2022-12-14 11:29:39,876 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:262, serverValue:577064}] to 172.16.10.74:27017
2022-12-14 11:29:39,996 | INFO  | MaintenanceTimer-1-thread-1 | Opened connection [connectionId{localValue:263, serverValue:577065}] to 172.16.10.74:27017
